row_id,seed,checkpoint_age,rewrite_family,continuation_step,parameter_divergence,normalized_parameter_divergence,validation_loss_gap,perplexity_gap,lr,candidate_lr,source_task_loss,candidate_task_loss,clean_cumulative_update_distance,candidate_cumulative_update_distance,cumulative_update_discrepancy,clean_update_norm,candidate_update_norm,delta_update_norm,update_cosine,clean_update_normalized_divergence,mean_layer_relative_displacement,max_layer_relative_displacement,max_layer_update_divergence,calibration_kl,calibration_rms_logit,theta_clean_norm,theta_candidate_norm,train_loss_clean,train_loss_candidate,clean_optimizer_step_counter,candidate_optimizer_step_counter,clean_bias_correction1,clean_bias_correction2,candidate_bias_correction1,candidate_bias_correction2,scheduler_last_epoch_clean,scheduler_last_epoch_candidate,scheduler_transition_indicator,weight_decay,m_clean_norm,m_candidate_norm,m_difference_norm,m_relative_difference,m_cosine,v_clean_norm,v_candidate_norm,v_difference_norm,v_relative_difference,v_cosine
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,1,3.5903375148773193,0.02113525843889661,9.613434791564941,28900759.690066945,0.001,0.001,7.566010475158691,17.179445266723633,0.44556429982185364,3.6302478313446045,3.5903375148773193,0.44556429982185364,3.6302478313446045,3.5903375148773193,0.15044857561588287,8.057955981448147,0.08317607448075258,0.45420337466460897,0.8233181238174438,29.313020706176758,9.228906631469727,169.8809051513672,169.8992156982422,6.941169738769531,6.941169738769531,76,1,0.9996670103634684,0.07321903528338858,0.09999999999999998,0.0010000000000000009,76,76,0,0.01,6.956910610198975,2.861823558807373,6.740107536315918,0.9688363001867254,0.2802586555480957,7.593889236450195,0.01319650374352932,7.58873176574707,0.9993208393560221,0.39153242111206055
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,2,5.384924411773682,0.031699462416877815,10.120753288269043,56088037.43866241,0.001,0.001,7.721720059712728,17.84247334798177,0.9728020131587982,6.347548961639404,6.282052516937256,0.5272377133369446,2.7173011302948,2.6917150020599365,0.1453149914741516,5.535478277108707,0.11509715795820599,0.5689179692182899,0.6301789283752441,5.8431925773620605,9.938593864440918,169.88685607910156,169.9258575439453,8.463603973388672,16.194528579711914,77,2,0.9997003093271215,0.07414581624810523,0.18999999999999995,0.001998999999999973,77,77,0,0.01,10.139689445495605,6.630197048187256,11.306419372558594,1.1150656470628078,0.14084631204605103,7.6434125900268555,0.18338793516159058,7.586463451385498,0.9925492523173932,0.321379154920578
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,3,6.809746265411377,0.04008696860013686,8.66368865966797,32050186.558983605,0.001,0.001,8.619297663370768,17.282986323038738,1.4976043999195099,8.655180215835571,8.576424837112427,0.5248023867607117,2.307631254196167,2.294372320175171,0.13890250027179718,4.547092854276353,0.1374849186274812,0.6444883537119527,0.5153477191925049,19.071382522583008,10.550259590148926,169.89285278320312,169.95712280273438,8.972500801086426,21.05501365661621,78,3,0.9997302783944094,0.07507167043185714,0.2709999999999999,0.002997000999999999,78,78,0,0.01,10.828824043273926,9.711530685424805,12.90656566619873,1.1918713993893135,0.21394026279449463,7.678931713104248,0.38162606954574585,7.570463180541992,0.9858745283047461,0.30706942081451416
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,4,8.051031112670898,0.04739404653763063,8.427030563354492,29959850.348662227,0.001,0.001,8.788557052612305,17.215587615966797,1.9997954666614532,10.73340892791748,10.652930736541748,0.5021910667419434,2.078228712081909,2.0765058994293213,0.12425123900175095,4.025927274506537,0.1544394799888477,0.6654887702034469,0.4569419324398041,16.307558059692383,9.972418785095215,169.8981170654297,169.9935302734375,8.57185173034668,16.77676010131836,79,4,0.9997572505549684,0.07599659876142528,0.3439,0.003994003998999962,79,79,0,0.01,9.946779251098633,11.663071632385254,13.647546768188477,1.372056866214229,0.20993934571743011,7.69637393951416,0.48301535844802856,7.537567615509033,0.979366085216991,0.3567686975002289
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,5,9.198400497436523,0.05414827183578561,11.527745882670084,837718869.771226,0.001,0.001,9.018457094828287,20.54620297749837,2.471363604068756,12.6641845703125,12.585860848426819,0.47156813740730286,1.9307756423950195,1.9329301118850708,0.11754772067070007,3.7219939964677455,0.16961745152584584,0.6789734947376833,0.4015260338783264,11.97804069519043,10.963732719421387,169.9032440185547,170.03431701660156,8.05418872833252,16.456066131591797,80,5,0.9997815254994716,0.07692060216266383,0.40950999999999993,0.004990009995000988,80,80,0,0.01,8.538644790649414,13.3270845413208,14.511287689208984,1.6994837055522503,0.17550000548362732,7.693331718444824,0.5269964337348938,7.517272472381592,0.9771153444947517,0.3645080626010895
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,6,10.240836143493652,0.06028478315095884,8.438241640726726,26587221.297039296,0.001,0.001,8.657916069030762,17.096157709757488,2.9245460629463196,14.441920757293701,14.375480890274048,0.4531824588775635,1.7777361869812012,1.789620041847229,0.10115011036396027,3.5016839957627717,0.1837003952040931,0.7131022466365221,0.36383265256881714,17.84421157836914,11.092435836791992,169.90811157226562,170.0762939453125,8.833494186401367,20.227832794189453,81,6,0.9998033729495245,0.07784368156050114,0.46855899999999995,0.0059850199850060015,81,81,0,0.01,8.028631210327148,13.09599781036377,14.592073440551758,1.8175045108287327,0.10954368114471436,7.710947036743164,0.5808847546577454,7.494805812835693,0.9719695618607526,0.40454062819480896
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,7,11.210573196411133,0.06599333928147774,4.5100005467732736,480215.07101926045,0.001,0.001,8.583048184712728,13.093048731486002,3.412401020526886,16.096534490585327,16.058889508247375,0.4878549575805664,1.654613733291626,1.6834086179733276,0.08788558095693588,3.2852449430685313,0.19643486879676894,0.7514010437926629,0.35124239325523376,11.452884674072266,9.448027610778809,169.91241455078125,170.11973571777344,10.54738998413086,14.090381622314453,82,7,0.999823035654572,0.07876583787894065,0.5217030999999999,0.006979034965020947,82,82,0,0.01,7.809574127197266,12.418251991271973,13.970552444458008,1.7889006771576714,0.10324718803167343,7.719325065612793,0.6046226024627686,7.478027820587158,0.9687411473184996,0.4320129156112671
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,8,12.098586082458496,0.0712208093357305,3.4721167882283535,164659.55800888306,0.001,0.001,8.571062088012695,12.043178876241049,3.924522280693054,17.669257044792175,17.673473238945007,0.5121212601661682,1.5727225542068481,1.6145837306976318,0.07998503744602203,3.082817529658375,0.207427509561923,0.8338624092515005,0.3484920561313629,4.146214485168457,8.569972038269043,169.9168243408203,170.16250610351562,7.462986469268799,12.092211723327637,83,8,0.9998407320891148,0.07968707204106174,0.5695327899999999,0.00797205593005601,83,83,0,0.01,7.477686405181885,13.026284217834473,14.167924880981445,1.8946936409584476,0.1276598870754242,7.714942932128906,0.6274798512458801,7.464657306671143,0.9675583309350979,0.43307092785835266
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,9,12.947324752807617,0.07621708366107818,5.494066874186198,379142.42074831045,0.001,0.001,7.355719884236653,12.849786758422852,4.420509845018387,19.141448616981506,19.190795302391052,0.49598756432533264,1.472191572189331,1.517322063446045,0.07606639713048935,2.9289211441063614,0.2186718801439294,0.9075148638112912,0.325414776802063,5.463305473327637,9.00156021118164,169.92152404785156,170.20730590820312,7.7714691162109375,12.085121154785156,84,9,0.9998566588802034,0.08060738496902065,0.6125795109999999,0.00896408387412595,84,84,0,0.01,7.0378618240356445,13.350394248962402,14.221362113952637,2.020693567097601,0.13579094409942627,7.716994762420654,0.6562927961349487,7.4340291023254395,0.9633321430417275,0.46577537059783936
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,10,13.770866394042969,0.08106503050467652,8.571414311726887,6998655.115650917,0.001,0.001,7.190003712972005,15.761418024698893,4.904073596000671,20.509608268737793,20.611494779586792,0.48356375098228455,1.3681596517562866,1.4206994771957397,0.06598333269357681,2.8080464382244306,0.22935556675263732,0.9765576604973576,0.31015416979789734,10.786473274230957,8.723546028137207,169.92623901367188,170.2530059814453,7.216599464416504,12.692461967468262,85,10,0.999870992992183,0.08152677758405169,0.6513215599,0.009955119790251765,85,85,0,0.01,7.053555011749268,12.328164100646973,13.588271141052246,1.9264429239462975,0.0982961505651474,7.7144060134887695,0.709322988986969,7.39663028717041,0.958807492661952,0.4847448468208313
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,11,14.529236793518066,0.08552933346196079,6.230153401692709,426300.4590793255,0.001,0.001,6.73471736907959,12.964870770772299,5.421867489814758,21.758248329162598,21.93171465396881,0.5177938938140869,1.2486400604248047,1.320219874382019,0.06514079868793488,2.6797476738059838,0.23881859768970107,1.0264313558571618,0.28269249200820923,5.937771797180176,8.766339302062988,169.9304656982422,170.29653930664062,6.722254276275635,13.541287422180176,86,11,0.9998838936929647,0.08244525080646758,0.6861894039099999,0.010945164670461582,86,86,0,0.01,7.962215900421143,11.303067207336426,12.936800956726074,1.6247739471671683,0.13220030069351196,7.713314533233643,0.7266376614570618,7.376124858856201,0.9562847239114158,0.5010011196136475
gpu_seed1101_ckpt75_optimizer_reset,1101,75,optimizer_reset,12,15.251114845275879,0.08977881672698744,4.7719771067301435,108661.08884177779,0.001,0.001,6.83251158396403,11.604488690694174,5.9668275117874146,22.96969974040985,23.230841636657715,0.5449600219726562,1.2114514112472534,1.2991269826889038,0.05821407213807106,2.555983864984346,0.2476022366639767,1.0716143220608851,0.28839388489723206,6.931522369384766,8.744400024414062,169.9343719482422,170.3384246826172,7.614570140838623,16.172489166259766,87,12,0.9998955043236682,0.08336280555566111,0.7175704635189999,0.0119342195057911,87,87,0,0.01,8.445977210998535,11.434394836425781,13.339110374450684,1.5793448219441824,0.1250227987766266,7.7085394859313965,0.7460707426071167,7.356743812561035,0.9543628628985599,0.5091639757156372
